sept20_publishFINAL
Operator,Technology1,Upload or Download,Speed,Signal Strength,Location
AIRTEL,4G,upload,32,-111,West Bengal
AIRTEL,4G,upload,795,-98,Kolkata
AIRTEL,4G,upload,154,-102,West Bengal
JIO,4G,download,77922,-73,Rajasthan
JIO,4G,download,75078,-74,Rajasthan
JIO,4G,upload,7632,-73,Rajasthan
JIO,4G,upload,8909,-74,Rajasthan
VODAFONE,4G,download,1605,-51,Karnataka
VODAFONE,4G,download,6197,-51,Karnataka
VODAFONE,4G,download,4039,-53,Karnataka
IDEA,4G,download,1043,-65,Andhra Pradesh
JIO,4G,download,987,na,Gujarat
JIO,4G,upload,27,na,Gujarat
AIRTEL,4G,download,13925,-93,UP East
AIRTEL,4G,download,740,-93,UP East
AIRTEL,4G,download,5723,-95,UP East
AIRTEL,4G,download,1886,-112,UP East
AIRTEL,4G,upload,5080,-93,UP East
AIRTEL,4G,upload,461,-93,UP East
AIRTEL,4G,upload,2227,-90,UP East
AIRTEL,4G,upload,201,na,UP East
CELLONE,3G,download,282,na,Maharashtra
CELLONE,3G,download,2221,na,Maharashtra
CELLONE,3G,upload,1378,na,Maharashtra
CELLONE,3G,upload,921,na,Maharashtra
IDEA,4G,download,6213,-111,UP West
IDEA,4G,download,10640,-107,UP West
IDEA,4G,download,3554,-105,UP West
IDEA,4G,upload,3444,-105,UP West
IDEA,4G,upload,2517,-107,UP West
IDEA,4G,upload,2339,na,UP West
VODAFONE,4G,download,27738,-63,West Bengal
VODAFONE,4G,upload,38299,-63,West Bengal
JIO,4G,download,38985,-80,Delhi
JIO,4G,upload,3638,-80,Delhi
JIO,4G,download,940,na,UP East
JIO,4G,upload,272,na,UP East
JIO,4G,download,42233,-80,Madhya Pradesh
JIO,4G,download,41630,-75,Madhya Pradesh
JIO,4G,upload,7573,-80,Madhya Pradesh
JIO,4G,upload,7382,-75,Madhya Pradesh
JIO,4G,download,6669,-70,Maharashtra
JIO,4G,download,7023,-74,Maharashtra
JIO,4G,download,1496,-78,Maharashtra
JIO,4G,download,2095,-79,Maharashtra
JIO,4G,download,1130,-97,Maharashtra
JIO,4G,download,658,-70,Maharashtra
JIO,4G,download,2813,-76,Maharashtra
JIO,4G,download,2009,-74,Maharashtra
JIO,4G,download,2222,-77,Maharashtra
JIO,4G,download,1605,-75,Maharashtra
JIO,4G,download,1377,-89,Maharashtra
JIO,4G,download,2375,-88,Maharashtra
JIO,4G,download,1649,-84,Maharashtra
JIO,4G,download,1571,-78,Maharashtra
JIO,4G,download,4918,-88,Maharashtra
JIO,4G,upload,2244,-72,Maharashtra
JIO,4G,upload,2338,-73,Maharashtra
JIO,4G,upload,1468,-69,Maharashtra
JIO,4G,upload,1090,-79,Maharashtra
JIO,4G,upload,1836,-96,Maharashtra
JIO,4G,upload,2570,-74,Maharashtra
JIO,4G,upload,2237,-77,Maharashtra
JIO,4G,upload,3201,-71,Maharashtra
JIO,4G,upload,2087,-78,Maharashtra
JIO,4G,upload,2203,-77,Maharashtra
JIO,4G,upload,353,-88,Maharashtra
JIO,4G,upload,420,-88,Maharashtra
JIO,4G,upload,1741,-78,Maharashtra
JIO,4G,upload,511,-79,Maharashtra
JIO,4G,upload,1970,-87,Maharashtra
JIO,4G,download,76529,-77,Delhi
JIO,4G,download,85101,-77,Delhi
JIO,4G,upload,7049,-77,Delhi
JIO,4G,upload,1093,-77,Delhi
AIRTEL,4G,download,440,na,Andhra Pradesh
AIRTEL,4G,download,999,na,Andhra Pradesh
AIRTEL,4G,upload,373,na,Andhra Pradesh
AIRTEL,4G,upload,72,na,Andhra Pradesh
JIO,4G,download,27958,-63,Tamil Nadu
JIO,4G,upload,1170,-63,Tamil Nadu
JIO,4G,download,70487,-64,Kerala
JIO,4G,upload,7310,-64,Kerala
VODAFONE,4G,download,7910,-93,UP East
VODAFONE,4G,download,19,-98,UP East
VODAFONE,4G,download,3772,-95,UP East
VODAFONE,4G,upload,12449,-95,UP East
VODAFONE,4G,upload,7409,-104,UP East
VODAFONE,4G,upload,12779,-95,UP East
JIO,4G,download,80087,-71,Kolkata
JIO,4G,upload,8161,-71,Kolkata
JIO,4G,upload,1361,-104,Rajasthan
JIO,4G,download,79534,-70,West Bengal
JIO,4G,upload,8706,-70,West Bengal
IDEA,3G,upload,1170,na,Maharashtra
JIO,4G,download,1192,na,UP West
JIO,4G,download,688,-105,UP West
JIO,4G,download,1229,-111,UP West
JIO,4G,download,626,na,UP West
JIO,4G,upload,723,na,UP West
JIO,4G,upload,595,-105,UP West
JIO,4G,upload,653,-111,UP West
JIO,4G,upload,157,na,UP West
JIO,4G,download,80144,-73,Delhi
JIO,4G,download,79009,-73,Delhi
JIO,4G,download,78625,-73,Delhi
JIO,4G,download,79633,-73,Delhi
JIO,4G,upload,8635,-73,Delhi
JIO,4G,upload,9484,-73,Delhi
JIO,4G,upload,8758,-73,Delhi
JIO,4G,upload,6745,-73,Delhi
CELLONE,3G,download,73,na,Andhra Pradesh
CELLONE,3G,upload,300,na,Andhra Pradesh
JIO,4G,download,78774,-70,Rajasthan
JIO,4G,upload,8637,-70,Rajasthan
JIO,4G,download,0,-93,Rajasthan
JIO,4G,download,666,-99,Rajasthan
JIO,4G,download,4566,-97,Rajasthan
JIO,4G,upload,7792,-93,Rajasthan
JIO,4G,upload,4025,-97,Rajasthan
JIO,4G,upload,4184,-95,Rajasthan
JIO,4G,download,6861,-84,NA
JIO,4G,download,786,-85,NA
JIO,4G,download,3078,-84,NA
JIO,4G,upload,14540,-84,NA
JIO,4G,upload,12287,-85,NA
JIO,4G,upload,10833,-84,NA
JIO,4G,download,77148,-70,Maharashtra
JIO,4G,upload,8758,-70,Maharashtra
JIO,4G,download,83253,-70,UP East
JIO,4G,download,69950,-70,UP East
JIO,4G,download,57388,-70,UP East
JIO,4G,download,58100,-70,UP East
JIO,4G,download,65084,-70,UP East
JIO,4G,upload,1230,-70,UP East
JIO,4G,upload,6877,-70,UP East
JIO,4G,upload,6435,-70,UP East
JIO,4G,upload,5790,-70,UP East
JIO,4G,upload,6306,-70,UP East
VODAFONE,3G,download,186,-85,UP East
VODAFONE,4G,download,5942,-104,NA
VODAFONE,3G,upload,2115,-85,UP East
VODAFONE,4G,upload,6206,-104,NA
JIO,4G,download,30295,-75,West Bengal
JIO,4G,download,24201,-71,West Bengal
JIO,4G,download,21676,-73,West Bengal
JIO,4G,download,4958.0,-83,UP East
JIO,4G,download,2706,-83,UP East
JIO,4G,download,3008,-100,UP East
JIO,4G,download,6491,-81,Kerala
JIO,4G,download,9510,-79,Kerala
JIO,4G,download,8581,-77,Kerala
JIO,4G,download,5289,-81,Kerala
JIO,4G,download,5408,na,Kerala
JIO,4G,download,8795,-81,Kerala
JIO,4G,download,5519,na,Kerala
JIO,4G,upload,935,na,Kerala
JIO,4G,upload,771,na,Kerala
JIO,4G,upload,855,-77,Kerala
JIO,4G,upload,1082,na,Kerala
JIO,4G,upload,1073,na,Kerala
JIO,4G,upload,244,na,Kerala
JIO,4G,upload,182,na,Kerala
VODAFONE,4G,download,2872,-105,Karnataka
VODAFONE,4G,download,7859,-107,Karnataka
VODAFONE,4G,download,5340,-107,Karnataka
VODAFONE,4G,upload,5084,-107,Karnataka
VODAFONE,4G,upload,6295,-107,Karnataka
VODAFONE,4G,upload,5262,-107,Karnataka
JIO,4G,download,19,-107,Madhya Pradesh
JIO,4G,download,45,na,Madhya Pradesh
JIO,4G,upload,260,-107,Madhya Pradesh
JIO,4G,upload,297,na,Madhya Pradesh
JIO,4G,download,918,-107,UP East
JIO,4G,download,8324,-107,UP East
JIO,4G,download,3297,-102,UP East
JIO,4G,download,3720,-103,UP East
JIO,4G,download,1289,-104,UP East
JIO,4G,download,2448,-107,UP East
JIO,4G,download,288,-110,UP East
JIO,4G,download,5744,-103,UP East
JIO,4G,download,947,na,UP East
JIO,4G,download,6485,na,UP East
JIO,4G,download,1103,-97,UP East
JIO,4G,download,1969,-100,NA
JIO,4G,download,317,-103,UP East
JIO,4G,download,8429,-109,UP East
JIO,4G,download,1949,-104,UP East
JIO,4G,download,9724,-65,UP East
JIO,4G,download,20621,-65,UP East
JIO,4G,download,458,-106,UP East
JIO,4G,download,3173,-107,NA
JIO,4G,download,15621,-110,UP East
JIO,4G,download,5755,-111,UP East
JIO,4G,download,10091,-110,UP East
JIO,4G,download,448,-108,UP East
JIO,4G,download,331,-100,UP East
JIO,4G,download,1088,-103,NA
JIO,4G,upload,531,-109,UP East
JIO,4G,upload,722,-108,UP East
JIO,4G,upload,2175,-102,UP East
JIO,4G,upload,1387,-103,UP East
JIO,4G,upload,236,-104,UP East
JIO,4G,upload,1243,-108,UP East
JIO,4G,upload,247,-105,UP East
JIO,4G,upload,2679,-99,UP East
JIO,4G,upload,137,na,UP East
JIO,4G,upload,327,na,UP East
JIO,4G,upload,2020,-97,UP East
JIO,4G,upload,6,-100,NA
JIO,4G,upload,2206,-103,UP East
JIO,4G,upload,1631,-108,UP East
JIO,4G,upload,601,-104,UP East
JIO,4G,upload,18937,-65,UP East
JIO,4G,upload,18420,-64,UP East
JIO,4G,upload,378,-106,UP East
JIO,4G,upload,737,-105,UP East
JIO,4G,upload,1007,-111,UP East
JIO,4G,upload,630,-111,UP East
JIO,4G,upload,893,-110,UP East
JIO,4G,upload,896,-108,UP East
JIO,4G,upload,372,-107,UP East
JIO,4G,upload,1437,-103,UP East
JIO,4G,download,61138,-67,Maharashtra
JIO,4G,download,55009,-68,Maharashtra
JIO,4G,download,54505,-68,Maharashtra
JIO,4G,download,55334,-68,Maharashtra
JIO,4G,download,53464,-68,Maharashtra
JIO,4G,upload,5694,-67,Maharashtra
JIO,4G,upload,8763,-68,Maharashtra
JIO,4G,upload,8711,-68,Maharashtra
JIO,4G,upload,8936,-68,Maharashtra
JIO,4G,upload,9142,-68,Maharashtra
JIO,4G,download,80878,-58,Madhya Pradesh
JIO,4G,upload,7099,-58,Madhya Pradesh
CELLONE,3G,download,1141,-67,Madhya Pradesh
CELLONE,3G,download,1620,-77,Madhya Pradesh
CELLONE,3G,upload,1342,-67,Madhya Pradesh
CELLONE,3G,upload,1068,-73,Madhya Pradesh
AIRTEL,4G,download,14507,-109,Andhra Pradesh
AIRTEL,4G,download,20658,-111,Andhra Pradesh
AIRTEL,4G,upload,592,-109,Andhra Pradesh
AIRTEL,4G,upload,1433,-111,Andhra Pradesh
JIO,4G,upload,2401,-78,Delhi
JIO,4G,upload,8573,-59,Maharashtra
AIRTEL,4G,download,33349,-93,Haryana
AIRTEL,4G,download,19293,-95,Haryana
AIRTEL,4G,upload,3129,-95,Haryana
AIRTEL,4G,upload,3425,-93,Haryana
CELLONE,3G,download,1818,na,Andhra Pradesh
CELLONE,3G,upload,90,na,Andhra Pradesh
JIO,4G,download,41923,-59,Maharashtra
JIO,4G,download,41431,-59,Maharashtra
JIO,4G,download,33947,-59,Maharashtra
JIO,4G,upload,7496,-59,Maharashtra
JIO,4G,upload,7174,-59,Maharashtra
JIO,4G,upload,7235,-59,Maharashtra
AIRTEL,4G,download,1206,-73,Maharashtra
AIRTEL,4G,download,1354,-73,Maharashtra
AIRTEL,4G,download,104,-69,Maharashtra
AIRTEL,4G,download,19102,-51,Maharashtra
AIRTEL,4G,download,5648,-53,Maharashtra
AIRTEL,4G,download,43076,-63,Maharashtra
AIRTEL,4G,download,10973,-67,Maharashtra
AIRTEL,4G,download,11262,-77,Maharashtra
JIO,4G,download,52598,-66,Kerala
JIO,4G,upload,6608,-66,Kerala
JIO,4G,upload,8465,-71,West Bengal
JIO,4G,upload,8759,-71,Kolkata
JIO,4G,upload,8205,-71,Kolkata
JIO,4G,upload,8810,-71,Kolkata
JIO,4G,upload,8713,-71,West Bengal
JIO,4G,download,587,na,Orissa
VODAFONE,3G,download,3495,na,UP East
VODAFONE,3G,download,88,na,UP East
VODAFONE,4G,download,561,-94,UP East
JIO,4G,upload,302,-102,Gujarat
JIO,4G,upload,151,-104,Gujarat
JIO,4G,upload,437,-103,Gujarat
JIO,4G,upload,217,-106,Gujarat
JIO,4G,upload,191,-100,Gujarat
AIRTEL,4G,download,103,-91,Tamil Nadu
AIRTEL,4G,upload,1769,-91,Tamil Nadu
JIO,4G,download,79656,-69,UP East
JIO,4G,download,77943,-69,UP East
JIO,4G,download,78577,-69,UP East
JIO,4G,download,77724,-69,UP East
JIO,4G,download,62406,-69,UP East
JIO,4G,download,79914,-56,Maharashtra
JIO,4G,upload,8105,-56,Maharashtra
JIO,4G,download,30774,-68,Maharashtra
JIO,4G,upload,3605,-68,Maharashtra
JIO,4G,download,78548,-64,UP East
JIO,4G,upload,8882,-64,UP East
IDEA,4G,download,2551,-88,Maharashtra
IDEA,4G,upload,6929,-88,Maharashtra
AIRTEL,4G,download,9439,-76,Tamil Nadu
AIRTEL,4G,upload,3419,-76,Tamil Nadu
JIO,4G,download,19610,-69,Kerala
JIO,4G,upload,1393,-73,Kerala
JIO,4G,download,57046,-63,West Bengal
JIO,4G,upload,3313,-63,West Bengal
JIO,4G,download,1554,na,Kerala
JIO,4G,upload,90,na,Kerala
AIRTEL,4G,upload,3149,-99,Karnataka
AIRTEL,4G,upload,1398,na,Karnataka
AIRTEL,4G,upload,3780,na,Karnataka
AIRTEL,4G,upload,1128,na,Karnataka
AIRTEL,4G,download,852,-90,Bihar
AIRTEL,4G,upload,7997,-91,Bihar
JIO,4G,download,77323,-58,Maharashtra
JIO,4G,download,63406,-59,Maharashtra
JIO,4G,upload,3774,-59,Madhya Pradesh
JIO,4G,download,80102,-58,Maharashtra
JIO,4G,upload,8635,-58,Maharashtra
JIO,4G,download,521,-71,UP East
JIO,4G,download,391,-73,UP East
JIO,4G,download,9059,-75,UP East
JIO,4G,download,8340,-75,UP East
JIO,4G,upload,214,-71,UP East
JIO,4G,upload,97,-73,UP East
JIO,4G,upload,1415,-75,UP East
JIO,4G,upload,1358,-75,UP East
JIO,4G,download,9819,na,Kerala
JIO,4G,download,2713,na,Kerala
JIO,4G,download,11614,na,Kerala
JIO,4G,download,1221,na,Kerala
JIO,4G,download,21686,na,Kerala
JIO,4G,download,1439,na,Kerala
JIO,4G,download,3205,na,Kerala
JIO,4G,download,1301,na,Kerala
JIO,4G,download,2188,na,Kerala
JIO,4G,download,4660,na,Kerala
JIO,4G,download,2073,na,Kerala
JIO,4G,download,2686,na,Kerala
JIO,4G,download,348,na,Kerala
JIO,4G,download,4053,na,Kerala
JIO,4G,download,3937,na,Kerala
JIO,4G,download,838,na,Kerala
JIO,4G,download,344,na,Kerala
JIO,4G,upload,446,na,Kerala
JIO,4G,upload,98,na,Kerala
JIO,4G,upload,199,na,Kerala
JIO,4G,upload,39,na,Kerala
JIO,4G,upload,313,na,Kerala
JIO,4G,upload,47,na,Kerala
JIO,4G,upload,130,na,Kerala
JIO,4G,upload,57,na,Kerala
JIO,4G,upload,32,na,Kerala
JIO,4G,upload,103,na,Kerala
JIO,4G,upload,91,na,Kerala
JIO,4G,upload,102,na,Kerala
JIO,4G,upload,72,na,Kerala
JIO,4G,upload,140,na,Kerala
JIO,4G,upload,50,na,Kerala
JIO,4G,upload,68,na,Kerala
JIO,4G,download,8718,-108,Delhi
JIO,4G,download,7931,-108,Delhi
JIO,4G,download,9177,-108,Delhi
JIO,4G,download,3338,-86,Delhi
JIO,4G,download,974,-106,Delhi
JIO,4G,upload,896,-108,Delhi
JIO,4G,upload,1707,-108,Delhi
JIO,4G,upload,284,-108,Delhi
JIO,4G,upload,4280,-85,Delhi
JIO,4G,upload,496,-106,Delhi
JIO,4G,download,16780,-57,Kerala
JIO,4G,upload,4774,-59,Kerala
IDEA,4G,upload,14570,-89,Bihar
AIRTEL,4G,download,19616,-109,Delhi
AIRTEL,4G,upload,984,-109,Delhi
AIRTEL,4G,download,23590,-99,Andhra Pradesh
AIRTEL,4G,upload,2130,-99,Andhra Pradesh
VODAFONE,4G,upload,1078,na,UP East
VODAFONE,4G,upload,690,na,UP East
VODAFONE,4G,upload,454,na,UP East
VODAFONE,4G,upload,514,na,UP East
VODAFONE,4G,upload,731,-112,UP East
VODAFONE,4G,upload,1938,-111,UP East
VODAFONE,4G,upload,2412,-110,UP East
VODAFONE,4G,upload,413,na,UP East
VODAFONE,4G,upload,279,na,UP East
VODAFONE,4G,upload,465,-111,UP East
VODAFONE,4G,upload,1964,-112,UP East
VODAFONE,4G,upload,1663,-109,UP East
VODAFONE,4G,upload,1579,-111,UP East
VODAFONE,4G,upload,670,-111,UP East
VODAFONE,4G,upload,608,-110,UP East
VODAFONE,4G,upload,311,-112,UP East
VODAFONE,4G,upload,929,-108,UP East
VODAFONE,4G,upload,1595,-110,UP East
VODAFONE,4G,upload,528,-112,UP East
VODAFONE,4G,upload,633,-105,UP East
VODAFONE,4G,upload,687,-109,UP East
VODAFONE,4G,upload,667,-112,UP East
VODAFONE,4G,upload,510,-111,UP East
VODAFONE,4G,upload,700,-111,UP East
VODAFONE,4G,upload,253,na,UP East
VODAFONE,4G,upload,1354,-112,UP East
VODAFONE,4G,upload,1718,-111,UP East
VODAFONE,4G,upload,843,-109,UP East
VODAFONE,4G,upload,1177,-112,UP East
VODAFONE,4G,upload,2230,-109,UP East
VODAFONE,4G,upload,561,-110,UP East
VODAFONE,4G,upload,1115,-110,UP East
VODAFONE,4G,upload,1225,-111,UP East
VODAFONE,4G,upload,1092,-109,UP East
VODAFONE,4G,upload,382,-109,UP East
VODAFONE,4G,upload,182,na,UP East
VODAFONE,4G,upload,331,na,UP East
VODAFONE,4G,upload,319,na,UP East
VODAFONE,4G,upload,253,na,UP East
VODAFONE,4G,upload,254,na,UP East
VODAFONE,4G,upload,276,-111,UP East
VODAFONE,4G,upload,333,na,UP East
VODAFONE,4G,upload,364,na,UP East
VODAFONE,4G,upload,1114,na,UP East
VODAFONE,4G,upload,444,na,UP East
VODAFONE,4G,upload,621,na,UP East
VODAFONE,4G,upload,245,na,UP East
VODAFONE,4G,upload,297,na,UP East
VODAFONE,4G,upload,370,na,UP East
VODAFONE,4G,upload,458,-112,UP East
VODAFONE,4G,upload,480,na,UP East
VODAFONE,4G,upload,707,-112,UP East
VODAFONE,4G,upload,1384,na,UP East
VODAFONE,4G,upload,233,-108,UP East
VODAFONE,4G,upload,473,-110,UP East
VODAFONE,4G,upload,315,-112,UP East
VODAFONE,4G,upload,282,-112,UP East
VODAFONE,4G,upload,587,na,UP East
VODAFONE,4G,upload,497,na,UP East
VODAFONE,4G,upload,593,-110,UP East
VODAFONE,4G,upload,887,-111,UP East
VODAFONE,4G,upload,535,na,UP East
VODAFONE,4G,upload,306,-112,UP East
VODAFONE,4G,upload,431,-111,UP East
VODAFONE,4G,upload,291,-112,UP East
VODAFONE,4G,upload,648,-109,UP East
VODAFONE,4G,upload,1288,na,UP East
VODAFONE,4G,upload,999,-109,UP East
VODAFONE,4G,upload,448,na,UP East
VODAFONE,4G,upload,1578,-111,UP East
VODAFONE,4G,upload,324,na,UP East
VODAFONE,4G,upload,573,-111,UP East
VODAFONE,4G,upload,1335,na,UP East
VODAFONE,4G,upload,809,-111,UP East
VODAFONE,4G,upload,523,na,UP East
VODAFONE,4G,upload,740,na,UP East
VODAFONE,4G,upload,1162,-109,UP East
VODAFONE,4G,upload,876,na,UP East
VODAFONE,4G,upload,300,na,UP East
VODAFONE,4G,upload,2313,na,UP East
VODAFONE,4G,upload,673,-110,UP East
VODAFONE,4G,upload,580,na,UP East
VODAFONE,4G,upload,498,-111,UP East
VODAFONE,4G,upload,541,-112,UP East
VODAFONE,4G,upload,1348,na,UP East
VODAFONE,4G,upload,321,na,UP East
VODAFONE,4G,upload,2232,-111,UP East
VODAFONE,4G,upload,632,na,UP East
VODAFONE,4G,upload,954,na,UP East
VODAFONE,4G,upload,1425,na,UP East
VODAFONE,4G,upload,882,na,UP East
VODAFONE,4G,upload,652,-108,UP East
VODAFONE,4G,upload,333,na,UP East
VODAFONE,4G,upload,185,na,UP East
VODAFONE,4G,upload,1388,-112,UP East
VODAFONE,4G,upload,1285,-110,UP East
VODAFONE,4G,upload,1529,-109,UP East
VODAFONE,4G,upload,1617,-110,UP East
VODAFONE,4G,upload,895,na,UP East
VODAFONE,4G,upload,837,-112,UP East
VODAFONE,4G,upload,1030,-110,UP East
VODAFONE,4G,upload,14,-108,UP East
VODAFONE,4G,upload,1608,-110,UP East
VODAFONE,4G,upload,3085,-110,UP East
VODAFONE,4G,upload,2992,-108,UP East
VODAFONE,4G,upload,3011,-111,UP East
VODAFONE,4G,upload,991,-105,UP East
VODAFONE,4G,upload,1599,-106,UP East
VODAFONE,4G,upload,2401,-112,UP East
VODAFONE,4G,upload,2263,-112,UP East
VODAFONE,4G,upload,2482,-110,UP East
VODAFONE,4G,upload,881,-112,UP East
IDEA,3G,download,1117,na,Maharashtra
IDEA,4G,download,2055,-103,Maharashtra
IDEA,4G,download,320,-103,Maharashtra
IDEA,4G,download,14796,-79,Maharashtra
IDEA,4G,download,544,-105,Maharashtra
IDEA,4G,download,489,-105,Maharashtra
IDEA,4G,download,2149.0,-105,Maharashtra
IDEA,3G,upload,1644,na,Maharashtra
IDEA,4G,upload,1325,-103,Maharashtra
IDEA,4G,upload,3729,-103,Maharashtra
IDEA,4G,upload,15465,-81,Maharashtra
IDEA,4G,upload,3891,-105,Maharashtra
IDEA,4G,upload,2999,-103,Maharashtra
IDEA,4G,upload,1592,-103,Maharashtra
AIRTEL,4G,download,5250,-95,Andhra Pradesh
AIRTEL,4G,download,564,-107,Andhra Pradesh
AIRTEL,4G,download,2764,-109,Andhra Pradesh
AIRTEL,4G,upload,3315,-95,Andhra Pradesh
AIRTEL,4G,upload,1871,-107,Andhra Pradesh
AIRTEL,4G,upload,8893,-109,Andhra Pradesh
AIRTEL,4G,download,1699,-73,Rajasthan
AIRTEL,4G,download,6555,-78,Rajasthan
AIRTEL,4G,download,2977,-82,NA
AIRTEL,4G,download,36083,-97,NA
AIRTEL,4G,download,1205,-95,NA
AIRTEL,4G,download,672,-82,Rajasthan
AIRTEL,4G,download,7764,-75,Rajasthan
AIRTEL,4G,download,8447,-91,Rajasthan
AIRTEL,4G,download,14518,-66,Rajasthan
AIRTEL,4G,download,8477,-76,Rajasthan
AIRTEL,4G,download,2182,-88,Rajasthan
AIRTEL,4G,download,19263,na,Rajasthan
AIRTEL,4G,download,8128,na,Rajasthan
AIRTEL,4G,download,9748,-79,Rajasthan
AIRTEL,4G,download,2174,-91,Rajasthan
AIRTEL,4G,upload,18558,-72,Rajasthan
AIRTEL,4G,upload,19192,-79,Rajasthan
AIRTEL,4G,upload,1400,-81,NA
AIRTEL,4G,upload,6776,-95,NA
AIRTEL,4G,upload,71,-94,NA
AIRTEL,4G,upload,6281,-83,Rajasthan
AIRTEL,4G,upload,13581,-75,Rajasthan
AIRTEL,4G,upload,3488,-88,Rajasthan
AIRTEL,4G,upload,4666,-64,Rajasthan
AIRTEL,4G,upload,2092,-73,Rajasthan
AIRTEL,4G,upload,52,-95,Rajasthan
AIRTEL,4G,upload,4860,na,Rajasthan
AIRTEL,4G,upload,240,na,Rajasthan
AIRTEL,4G,upload,944,-78,Rajasthan
AIRTEL,4G,upload,1514,-87,Rajasthan
AIRTEL,4G,download,728,-111,Delhi
AIRTEL,4G,download,1816,-99,Delhi
AIRTEL,4G,upload,48,-111,Delhi
AIRTEL,4G,upload,100,-103,Delhi
AIRTEL,4G,download,15475,-98,Maharashtra
AIRTEL,4G,download,5260,-101,Maharashtra
AIRTEL,4G,download,8280,-94,Maharashtra
AIRTEL,4G,download,246,-96,Maharashtra
AIRTEL,4G,upload,3932,-98,Maharashtra
AIRTEL,4G,upload,2688,-102,Maharashtra
AIRTEL,4G,upload,4683,-99,Maharashtra
AIRTEL,4G,upload,2396,-100,Maharashtra
AIRTEL,3G,download,9,na,Himachal Pradesh
AIRTEL,3G,upload,768,na,Himachal Pradesh
JIO,4G,download,78672,-63,Orissa
JIO,4G,upload,8691,-63,Orissa
JIO,4G,download,2346,-63,Kolkata
JIO,4G,download,3079,-67,Kolkata
JIO,4G,upload,6670,-63,Kolkata
JIO,4G,upload,1913,-73,Kolkata
AIRTEL,4G,download,6143,-93,Delhi
AIRTEL,4G,upload,2186,-94,Delhi
JIO,4G,download,4624,na,Andhra Pradesh
JIO,4G,download,4797,na,Andhra Pradesh
JIO,4G,download,1845,na,Andhra Pradesh
JIO,4G,download,298,na,Andhra Pradesh
JIO,4G,download,975,na,Andhra Pradesh
JIO,4G,download,1856,na,Andhra Pradesh
JIO,4G,download,1116,na,Andhra Pradesh
JIO,4G,download,4906,na,Andhra Pradesh
JIO,4G,download,2821,na,Andhra Pradesh
JIO,4G,download,1144,na,Andhra Pradesh
JIO,4G,download,2901,na,Andhra Pradesh
JIO,4G,download,555,na,Andhra Pradesh
JIO,4G,upload,1197,na,Andhra Pradesh
JIO,4G,upload,694,na,Andhra Pradesh
JIO,4G,upload,947,na,Andhra Pradesh
JIO,4G,upload,33,na,Andhra Pradesh
JIO,4G,upload,223,na,Andhra Pradesh
JIO,4G,upload,51,na,Andhra Pradesh
JIO,4G,upload,1437,na,Andhra Pradesh
JIO,4G,upload,332,na,Andhra Pradesh
JIO,4G,upload,282,na,Andhra Pradesh
JIO,4G,upload,1868,na,Andhra Pradesh
JIO,4G,upload,3043,na,Andhra Pradesh
JIO,4G,upload,757,na,Andhra Pradesh
AIRTEL,4G,download,4334.0,-103,UP East
AIRTEL,4G,upload,3455,-101,UP East
JIO,4G,download,1585,-65,Rajasthan
JIO,4G,download,1659,-67,Rajasthan
JIO,4G,download,4229,-65,Rajasthan
JIO,4G,download,1781,-67,Rajasthan
JIO,4G,upload,68,-65,Rajasthan
JIO,4G,upload,45,-67,Rajasthan
JIO,4G,upload,78,-71,Rajasthan
JIO,4G,upload,61,-65,Rajasthan
JIO,4G,download,4006,-108,Maharashtra
JIO,4G,download,453,na,Maharashtra
JIO,4G,download,710,-108,Maharashtra
JIO,4G,download,550,na,Maharashtra
JIO,4G,upload,1602,na,Maharashtra
JIO,4G,upload,604,-108,Maharashtra
JIO,4G,upload,318,-110,Maharashtra
JIO,4G,upload,170,na,Maharashtra
JIO,4G,download,1310,-77,Tamil Nadu
JIO,4G,download,1633,na,Tamil Nadu
JIO,4G,download,1794,-75,Tamil Nadu
JIO,4G,download,2187,-75,Tamil Nadu
JIO,4G,download,3434,-65,Tamil Nadu
JIO,4G,download,4275,-57,Tamil Nadu
JIO,4G,download,3683,-51,Tamil Nadu
JIO,4G,download,1752,-63,Tamil Nadu
JIO,4G,download,1538,-63,Tamil Nadu
JIO,4G,download,2755,-59,Tamil Nadu
JIO,4G,download,2238,-55,Tamil Nadu
JIO,4G,download,1662,-65,Tamil Nadu
JIO,4G,download,2692,-69,Tamil Nadu
JIO,4G,download,1447,-69,Tamil Nadu
JIO,4G,download,833,-67,Tamil Nadu
JIO,4G,download,7945,-69,Tamil Nadu
JIO,4G,download,718,-65,Tamil Nadu
JIO,4G,download,2654,-67,Tamil Nadu
JIO,4G,download,6032,-65,Tamil Nadu
JIO,4G,download,4418,-71,Tamil Nadu
JIO,4G,upload,738,-75,Tamil Nadu
JIO,4G,upload,731,-77,Tamil Nadu
JIO,4G,upload,715,-75,Tamil Nadu
JIO,4G,upload,728,-75,Tamil Nadu
JIO,4G,upload,1035,-65,Tamil Nadu
JIO,4G,upload,3358,-63,Tamil Nadu
JIO,4G,upload,4319,-55,Tamil Nadu
JIO,4G,upload,2840,-65,Tamil Nadu
JIO,4G,upload,4165,-67,Tamil Nadu
JIO,4G,upload,4209,-65,Tamil Nadu
JIO,4G,upload,4766,-55,Tamil Nadu
JIO,4G,upload,1307,-65,Tamil Nadu
JIO,4G,upload,2544,na,Tamil Nadu
JIO,4G,upload,874,-69,Tamil Nadu
