sept20_publishFINAL
Operator,Technology1,Upload or Download,Speed,Signal Strength,Location
JIO,4G,upload,3364,-68,UP East
JIO,4G,upload,7997,-70,UP East
AIRTEL,4G,download,1233,-107,Bihar
AIRTEL,4G,download,1391,-109,Bihar
AIRTEL,4G,upload,202,-109,Bihar
AIRTEL,4G,upload,237,-108,Bihar
JIO,4G,download,8027,-75,Delhi
JIO,4G,download,26788,-69,Delhi
JIO,4G,upload,2734,-75,Delhi
JIO,4G,upload,2983,-71,Delhi
JIO,4G,download,80453,-73,Kolkata
JIO,4G,upload,8428,-73,Kolkata
JIO,4G,download,418,-63,Maharashtra
JIO,4G,download,434,-61,Maharashtra
JIO,4G,upload,551,-61,Maharashtra
JIO,4G,upload,1129,-59,Maharashtra
JIO,4G,download,75791,-64,Orissa
JIO,4G,download,77833,-64,Orissa
JIO,4G,download,75510,-64,Orissa
JIO,4G,download,77525,-64,Orissa
JIO,4G,upload,8676,-64,Orissa
JIO,4G,upload,8723,-64,Orissa
JIO,4G,upload,8727,-64,Orissa
JIO,4G,upload,8755,-64,Orissa
JIO,4G,download,79397,-56,Madhya Pradesh
JIO,4G,upload,8761,-56,Madhya Pradesh
JIO,4G,download,17213,-69,Kolkata
JIO,4G,download,12220,-71,Kolkata
JIO,4G,download,13161,-75,Kolkata
JIO,4G,upload,1520,-73,Kolkata
JIO,4G,upload,832,-75,Kolkata
JIO,4G,upload,776,-75,Kolkata
JIO,4G,download,64531,-65,Orissa
JIO,4G,upload,3670,-65,Orissa
JIO,4G,download,81401,-77,Maharashtra
JIO,4G,upload,5215,-77,Maharashtra
JIO,4G,download,99.0,-95,Madhya Pradesh
JIO,4G,upload,787,-95,Madhya Pradesh
JIO,4G,download,2738,-99,Rajasthan
JIO,4G,download,34137,-75,Rajasthan
JIO,4G,download,35175,-97,Rajasthan
JIO,4G,download,37075,-102,Rajasthan
JIO,4G,download,15202,-100,Rajasthan
JIO,4G,download,2375,-109,Rajasthan
JIO,4G,download,32769,-93,Rajasthan
JIO,4G,download,39244,-102,Rajasthan
JIO,4G,download,33548,-81,Rajasthan
JIO,4G,download,36527,-82,Rajasthan
JIO,4G,download,45284,-89,Rajasthan
JIO,4G,download,36870,-89,Rajasthan
JIO,4G,download,15790,-100,Rajasthan
JIO,4G,download,31388,-79,Rajasthan
JIO,4G,upload,250,-99,Rajasthan
JIO,4G,upload,4759,-76,Rajasthan
JIO,4G,upload,3172,-99,Rajasthan
JIO,4G,upload,1390,-102,Rajasthan
JIO,4G,upload,2397,-104,Rajasthan
JIO,4G,upload,42,-110,Rajasthan
JIO,4G,upload,1801,-93,Rajasthan
JIO,4G,upload,5755,-83,Rajasthan
JIO,4G,upload,5744,-82,Rajasthan
JIO,4G,upload,6117,-83,Rajasthan
JIO,4G,upload,5063,-89,Rajasthan
JIO,4G,upload,4647,-88,Rajasthan
JIO,4G,upload,6604,-97,Rajasthan
JIO,4G,upload,3937,-84,Rajasthan
JIO,4G,upload,1313,na,Haryana
JIO,4G,upload,2076,na,Haryana
AIRTEL,4G,download,2075,-61,UP East
AIRTEL,4G,download,6148,-73,UP East
AIRTEL,4G,download,2473,-67,UP East
AIRTEL,4G,download,530,-63,UP East
AIRTEL,4G,upload,23,-61,UP East
AIRTEL,4G,upload,7094,-69,UP East
AIRTEL,4G,upload,3018,-65,UP East
AIRTEL,4G,upload,10590,-63,UP East
JIO,4G,download,37061,-53,Assam
JIO,4G,upload,11034,-61,Assam
VODAFONE,4G,download,5659,-91,Tamil Nadu
VODAFONE,4G,download,7915,-93,Tamil Nadu
VODAFONE,4G,upload,9014,-87,Tamil Nadu
VODAFONE,4G,upload,11847,-97,Tamil Nadu
AIRTEL,4G,download,47333,-69,Maharashtra
AIRTEL,4G,download,38395,-69,Maharashtra
AIRTEL,4G,download,3556,-69,Maharashtra
AIRTEL,4G,download,1594,-69,Maharashtra
AIRTEL,4G,upload,14972,-69,Maharashtra
AIRTEL,4G,upload,13730,-69,Maharashtra
AIRTEL,4G,upload,1617,-73,Maharashtra
AIRTEL,4G,upload,1497,-73,Maharashtra
JIO,4G,download,59834,-64,West Bengal
JIO,4G,upload,6948,-64,West Bengal
AIRTEL,4G,download,1395,na,UP East
AIRTEL,4G,upload,1317,na,UP East
AIRTEL,4G,download,3092,-65,Karnataka
AIRTEL,4G,download,4270,-63,Karnataka
AIRTEL,4G,upload,3598,-65,Karnataka
AIRTEL,4G,upload,3129,-65,Karnataka
JIO,4G,download,59787,-80,Delhi
JIO,4G,upload,6601,-80,Delhi
JIO,4G,upload,38,na,Karnataka
JIO,4G,upload,91,-110,Karnataka
JIO,4G,upload,83,na,Karnataka
JIO,4G,upload,155,na,Karnataka
JIO,4G,upload,174,-107,Karnataka
JIO,4G,upload,77,na,Karnataka
JIO,4G,upload,31,na,Karnataka
JIO,4G,upload,139,na,Karnataka
JIO,4G,upload,29,na,Karnataka
JIO,4G,upload,59,na,Karnataka
JIO,4G,upload,217,-112,Karnataka
JIO,4G,upload,93,na,Karnataka
JIO,4G,upload,262,na,Karnataka
JIO,4G,upload,46,na,Karnataka
JIO,4G,upload,68,na,Karnataka
JIO,4G,upload,250,-108,Karnataka
JIO,4G,upload,33,na,Karnataka
JIO,4G,upload,210,na,Karnataka
JIO,4G,upload,453,na,Karnataka
JIO,4G,upload,130,na,Karnataka
JIO,4G,upload,423,-109,Karnataka
JIO,4G,upload,168,-108,Karnataka
JIO,4G,upload,2132,-69,Tamil Nadu
JIO,4G,upload,782,-73,Tamil Nadu
JIO,4G,download,46506,-68,Maharashtra
JIO,4G,upload,4520,-68,Maharashtra
VODAFONE,4G,download,24042,-102,UP East
VODAFONE,4G,download,6369,-98,UP East
VODAFONE,4G,download,7077,-97,UP East
VODAFONE,4G,download,1252,-100,UP East
VODAFONE,4G,upload,2,na,UP East
VODAFONE,4G,upload,14531,-98,UP East
VODAFONE,4G,upload,2783,-99,UP East
VODAFONE,4G,upload,123,-100,UP East
JIO,4G,download,6357,na,Rajasthan
JIO,4G,download,46306,-62,UP East
JIO,4G,download,5,-64,UP East
JIO,4G,upload,1177,-62,UP East
JIO,4G,upload,571,-64,UP East
JIO,4G,download,31407,na,Kerala
JIO,4G,download,6694,na,Kerala
JIO,4G,download,14273,na,Kerala
JIO,4G,download,1135,na,Kerala
JIO,4G,download,7206,na,Kerala
JIO,4G,download,2859,na,Kerala
JIO,4G,download,3158,na,Kerala
JIO,4G,download,1499,na,Kerala
JIO,4G,download,13437,na,Kerala
JIO,4G,download,26369,na,Kerala
JIO,4G,download,5248,na,Kerala
JIO,4G,download,1596,na,Kerala
JIO,4G,download,685,na,Kerala
JIO,4G,download,8424,na,Kerala
JIO,4G,download,1320,na,Kerala
JIO,4G,download,369,na,Kerala
JIO,4G,download,24711,na,Kerala
JIO,4G,download,2555,na,Kerala
JIO,4G,download,5045,na,Kerala
JIO,4G,download,5202,na,Kerala
JIO,4G,download,2943,na,Kerala
JIO,4G,download,6715,na,Kerala
JIO,4G,download,173,na,Kerala
JIO,4G,download,2760,na,Kerala
JIO,4G,download,8885,na,Kerala
JIO,4G,download,17143,na,Kerala
JIO,4G,download,5152,na,Kerala
JIO,4G,download,3421,na,Kerala
JIO,4G,download,2179,na,Kerala
JIO,4G,download,4551,na,Kerala
JIO,4G,download,6398,na,Kerala
JIO,4G,download,6440,na,Kerala
JIO,4G,download,5784,na,Kerala
JIO,4G,download,5367,na,Kerala
JIO,4G,download,4526,na,Kerala
JIO,4G,download,5425,na,Kerala
JIO,4G,download,16826,na,Kerala
JIO,4G,download,2725,na,Kerala
JIO,4G,download,4659,na,Kerala
JIO,4G,download,5203,na,Kerala
JIO,4G,download,3236,na,Kerala
JIO,4G,download,4508,na,Kerala
JIO,4G,download,4201,na,Kerala
JIO,4G,download,9624,na,Kerala
JIO,4G,download,4097,na,Kerala
JIO,4G,download,6073,na,Kerala
JIO,4G,download,5596,na,Kerala
JIO,4G,download,2985,na,Kerala
JIO,4G,download,3293,na,Kerala
JIO,4G,download,8721,na,Kerala
JIO,4G,download,1167,na,Kerala
JIO,4G,download,4583,na,Kerala
JIO,4G,download,5019,na,Kerala
JIO,4G,download,14045,na,Kerala
JIO,4G,download,28674,na,Kerala
JIO,4G,download,19372,na,Kerala
JIO,4G,download,5771,na,Kerala
JIO,4G,download,1243,na,Kerala
JIO,4G,download,1837,na,Kerala
CELLONE,3G,download,610,na,Kerala
JIO,4G,download,15037,na,Kerala
JIO,4G,download,2569,na,Kerala
JIO,4G,upload,1414,na,Kerala
JIO,4G,upload,668,na,Kerala
JIO,4G,upload,571,na,Kerala
JIO,4G,upload,514,na,Kerala
JIO,4G,upload,2660,na,Kerala
JIO,4G,upload,609,na,Kerala
JIO,4G,upload,262,na,Kerala
JIO,4G,upload,1450,na,Kerala
JIO,4G,upload,5595,na,Kerala
JIO,4G,upload,3565,na,Kerala
JIO,4G,upload,4234,na,Kerala
JIO,4G,upload,220,na,Kerala
JIO,4G,upload,244,na,Kerala
JIO,4G,upload,286,na,Kerala
JIO,4G,upload,216,na,Kerala
JIO,4G,upload,56,na,Kerala
JIO,4G,upload,8213,na,Kerala
JIO,4G,upload,2071,na,Kerala
JIO,4G,upload,1419,na,Kerala
JIO,4G,upload,1021,na,Kerala
JIO,4G,upload,662,na,Kerala
JIO,4G,upload,278,na,Kerala
JIO,4G,upload,367,na,Kerala
JIO,4G,upload,1402,na,Kerala
JIO,4G,upload,1221,na,Kerala
JIO,4G,upload,972,na,Kerala
JIO,4G,upload,3196,na,Kerala
JIO,4G,upload,357,na,Kerala
JIO,4G,upload,204,na,Kerala
JIO,4G,upload,1417,na,Kerala
JIO,4G,upload,683,na,Kerala
JIO,4G,upload,6212,na,Kerala
JIO,4G,upload,518,na,Kerala
JIO,4G,upload,457,na,Kerala
JIO,4G,upload,311,na,Kerala
JIO,4G,upload,475,na,Kerala
JIO,4G,upload,1019,na,Kerala
JIO,4G,upload,4282,na,Kerala
JIO,4G,upload,2651,na,Kerala
JIO,4G,upload,317,na,Kerala
JIO,4G,upload,858,na,Kerala
JIO,4G,upload,1463,na,Kerala
JIO,4G,upload,1300,na,Kerala
JIO,4G,upload,1401,na,Kerala
JIO,4G,upload,1643,na,Kerala
JIO,4G,upload,1894,na,Kerala
JIO,4G,upload,3731,na,Kerala
JIO,4G,upload,2835,na,Kerala
JIO,4G,upload,2532,na,Kerala
JIO,4G,upload,700,na,Kerala
JIO,4G,upload,3413,na,Kerala
JIO,4G,upload,357,na,Kerala
JIO,4G,upload,462,na,Kerala
JIO,4G,upload,1698,na,Kerala
JIO,4G,upload,1942,na,Kerala
JIO,4G,upload,1473,na,Kerala
JIO,4G,upload,1092,na,Kerala
JIO,4G,upload,4710,na,Kerala
JIO,4G,upload,2810,na,Kerala
CELLONE,3G,upload,22,na,Kerala
JIO,4G,upload,826,na,Kerala
JIO,4G,upload,834,na,Kerala
AIRTEL,4G,download,1049,na,Haryana
AIRTEL,4G,download,14262,-99,Haryana
AIRTEL,4G,download,20306,-98,Haryana
AIRTEL,4G,upload,578,-101,Haryana
AIRTEL,4G,upload,1226,-99,Haryana
AIRTEL,4G,upload,1965,-100,Haryana
AIRTEL,4G,download,15,na,UP West
AIRTEL,4G,download,1843,na,UP West
AIRTEL,4G,download,13443,na,UP West
AIRTEL,4G,download,17497,na,UP West
AIRTEL,4G,download,2504,na,UP West
AIRTEL,4G,download,2622,na,UP West
AIRTEL,4G,download,31139,na,UP West
AIRTEL,4G,download,3228,na,UP West
AIRTEL,4G,download,1781,na,UP West
AIRTEL,4G,upload,280,na,UP West
AIRTEL,4G,upload,1855,na,UP West
AIRTEL,4G,upload,782,na,UP West
AIRTEL,4G,upload,162,na,UP West
AIRTEL,4G,upload,1437,na,UP West
AIRTEL,4G,upload,534,na,UP West
AIRTEL,4G,upload,2116,na,UP West
AIRTEL,4G,upload,226,na,UP West
AIRTEL,4G,upload,671,na,UP West
JIO,4G,upload,420,-82,UP East
JIO,4G,upload,619,-83,UP East
JIO,4G,upload,155,-91,UP East
JIO,4G,upload,166,-86,UP East
JIO,4G,download,1361,-101,Karnataka
JIO,4G,download,4282,-111,Karnataka
JIO,4G,download,7299,-99,Karnataka
JIO,4G,download,6887,-87,Karnataka
JIO,4G,download,22103,-58,Madhya Pradesh
JIO,4G,upload,8361,-58,Madhya Pradesh
AIRTEL,4G,download,2845,-103,Tamil Nadu
AIRTEL,4G,upload,238,-103,Tamil Nadu
JIO,4G,upload,7892,-64,Orissa
JIO,4G,upload,8684,-64,Orissa
JIO,4G,upload,8724,-64,Orissa
JIO,4G,upload,8608,-64,Orissa
JIO,4G,download,321,-102,Tamil Nadu
JIO,4G,download,79828,-73,Delhi
AIRTEL,4G,upload,112,-111,Kerala
AIRTEL,4G,upload,123,na,Kerala
AIRTEL,4G,download,4333,na,Andhra Pradesh
AIRTEL,4G,download,1488,na,Andhra Pradesh
AIRTEL,4G,download,381,na,Andhra Pradesh
AIRTEL,4G,upload,742,na,Andhra Pradesh
AIRTEL,4G,upload,2305,na,Andhra Pradesh
AIRTEL,4G,upload,1707,na,Andhra Pradesh
AIRTEL,4G,download,25767,-65,West Bengal
AIRTEL,4G,download,277,-107,NA
AIRTEL,4G,download,22848,-103,NA
AIRTEL,4G,download,0.0,-109,NA
AIRTEL,4G,download,5396,-104,NA
AIRTEL,4G,download,13593,-110,NA
AIRTEL,4G,upload,52,-107,NA
AIRTEL,4G,upload,3137,-103,NA
AIRTEL,4G,upload,1296,-109,NA
AIRTEL,4G,upload,1089,-104,NA
AIRTEL,4G,upload,825,-110,NA
VODAFONE,4G,download,348,-95,North East
VODAFONE,4G,upload,13563,-95,North East
AIRTEL,4G,download,363,-92,Madhya Pradesh
AIRTEL,4G,download,13386,-96,Madhya Pradesh
AIRTEL,4G,download,77,-100,Madhya Pradesh
AIRTEL,4G,upload,427,-92,Madhya Pradesh
AIRTEL,4G,upload,8101,-96,Madhya Pradesh
AIRTEL,4G,upload,86,-101,Madhya Pradesh
JIO,4G,download,44173,-63,Orissa
JIO,4G,upload,4407,-63,Orissa
JIO,4G,upload,7247,-66,Kolkata
VODAFONE,4G,download,327,-91,UP East
VODAFONE,4G,download,29410,-99,UP East
VODAFONE,4G,upload,80,-99,UP East
JIO,4G,download,4732,-110,Maharashtra
JIO,4G,download,1791,-105,Maharashtra
JIO,4G,download,3009,-107,Maharashtra
JIO,4G,download,2797,na,Maharashtra
JIO,4G,download,4098,na,Maharashtra
JIO,4G,download,2912,na,Maharashtra
JIO,4G,download,2826,-111,Maharashtra
JIO,4G,download,3845,-111,Maharashtra
JIO,4G,download,2897,na,Maharashtra
JIO,4G,download,4271,na,Maharashtra
JIO,4G,download,2930,na,Maharashtra
JIO,4G,upload,626,-110,Maharashtra
JIO,4G,upload,155,-105,Maharashtra
JIO,4G,upload,206,-107,Maharashtra
JIO,4G,upload,569,na,Maharashtra
JIO,4G,upload,710,na,Maharashtra
JIO,4G,upload,632,na,Maharashtra
JIO,4G,upload,332,-111,Maharashtra
JIO,4G,upload,309,-111,Maharashtra
JIO,4G,upload,272,na,Maharashtra
JIO,4G,upload,457,na,Maharashtra
JIO,4G,upload,1125,na,Maharashtra
JIO,4G,download,1967,-107,UP East
JIO,4G,download,1299,na,UP East
JIO,4G,download,315,-105,UP East
JIO,4G,download,6621,na,UP East
JIO,4G,download,15863,-112,UP East
JIO,4G,download,2402,-110,UP East
JIO,4G,download,1300,na,UP East
JIO,4G,download,1986,-105,UP East
JIO,4G,download,3747,-108,UP East
JIO,4G,download,1626,-110,UP East
JIO,4G,download,5917,-108,UP East
JIO,4G,download,2410,na,UP East
JIO,4G,download,2926,-110,UP East
JIO,4G,download,2571,na,UP East
JIO,4G,upload,90,-106,UP East
JIO,4G,upload,133,-108,UP East
JIO,4G,upload,33,na,UP East
JIO,4G,upload,157,na,UP East
JIO,4G,upload,725,-112,UP East
JIO,4G,upload,91,na,UP East
JIO,4G,upload,51,-105,UP East
JIO,4G,upload,235,-108,UP East
JIO,4G,upload,159,-110,UP East
JIO,4G,upload,129,-108,UP East
JIO,4G,upload,261,na,UP East
JIO,4G,upload,50,-110,UP East
JIO,4G,upload,446,na,UP East
JIO,4G,download,35496,-59,Maharashtra
JIO,4G,download,22275,-59,Maharashtra
JIO,4G,download,23052,-59,Maharashtra
JIO,4G,download,22798,-59,Maharashtra
JIO,4G,download,23346,-59,Maharashtra
JIO,4G,upload,4745,-59,Maharashtra
JIO,4G,upload,6282,-59,Maharashtra
JIO,4G,upload,3967,-59,Maharashtra
JIO,4G,upload,5505,-59,Maharashtra
JIO,4G,upload,3545,-59,Maharashtra
AIRTEL,4G,upload,3366,-95,Maharashtra
AIRTEL,4G,upload,6683,-91,Maharashtra
AIRTEL,4G,upload,5587,-93,Maharashtra
AIRTEL,4G,upload,2845,-95,Maharashtra
AIRTEL,4G,upload,6348,-91,Maharashtra
AIRTEL,4G,upload,25,-91,Maharashtra
JIO,4G,download,79601,-75,Kolkata
JIO,4G,download,1746,-85,Haryana
JIO,4G,download,2224,-99,Haryana
JIO,4G,upload,2343,-90,Haryana
JIO,4G,upload,1148,-99,Haryana
JIO,4G,download,45949,-59,Maharashtra
JIO,4G,download,368,-97,Maharashtra
JIO,4G,download,358,-93,Maharashtra
JIO,4G,download,376,-93,Maharashtra
JIO,4G,upload,386,-98,Maharashtra
JIO,4G,upload,370,-93,Maharashtra
JIO,4G,upload,364,-94,Maharashtra
JIO,4G,download,22825,-102,Delhi
JIO,4G,download,4646,-103,Delhi
JIO,4G,download,2760,-104,Delhi
JIO,4G,download,3073,-109,Delhi
JIO,4G,download,6013,-107,Delhi
JIO,4G,download,3050,-95,Delhi
JIO,4G,download,2678,-89,Delhi
JIO,4G,download,667,-90,Delhi
JIO,4G,download,22606,-92,Delhi
JIO,4G,download,10649,-95,Delhi
JIO,4G,download,604,-95,UP West
JIO,4G,download,980,-90,UP West
JIO,4G,download,2914,-98,UP East
JIO,4G,download,8757,-78,UP East
JIO,4G,download,2199,-98,UP East
JIO,4G,download,1731,-103,UP East
JIO,4G,download,3020.0,-100,UP East
JIO,4G,download,17293,-77,UP East
JIO,4G,download,6720,-80,UP East
JIO,4G,download,2588,-97,UP East
JIO,4G,download,3446,-95,UP East
JIO,4G,download,4823,-90,UP East
JIO,4G,download,561,-97,UP East
JIO,4G,download,5619,-97,UP East
JIO,4G,download,7816,-93,UP East
JIO,4G,download,2965,-89,UP East
JIO,4G,download,4104,-75,UP East
JIO,4G,download,9340,-73,UP East
JIO,4G,download,6803,-70,UP East
JIO,4G,download,1181,-96,UP East
JIO,4G,download,977,-96,UP East
JIO,4G,download,3121,-93,UP East
JIO,4G,download,376,-100,UP East
JIO,4G,download,187,-103,UP East
JIO,4G,download,1135,-100,UP East
JIO,4G,download,659,-99,UP East
JIO,4G,download,1193,-100,UP East
JIO,4G,download,514,-103,UP East
JIO,4G,download,19418,-94,UP East
JIO,4G,download,16118,-92,UP East
JIO,4G,download,8607,-99,UP East
JIO,4G,download,2062,-100,UP East
JIO,4G,download,1008,-105,UP East
JIO,4G,download,4515,-79,UP East
JIO,4G,download,8691,-77,UP East
JIO,4G,download,3760,-79,UP East
JIO,4G,download,3817,-84,UP East
JIO,4G,download,1742,-80,UP East
JIO,4G,download,1700.0,-86,UP East
JIO,4G,download,2162,-82,UP East
JIO,4G,download,526,-99,UP East
JIO,4G,download,6648,-97,UP East
JIO,4G,download,3963,-93,UP East
JIO,4G,download,7564,-94,UP East
JIO,4G,upload,5599,-102,Delhi
JIO,4G,upload,892,-104,Delhi
JIO,4G,upload,979,-108,Delhi
JIO,4G,upload,1239,-106,Delhi
JIO,4G,upload,1142,-103,Delhi
JIO,4G,upload,2458,-96,Delhi
JIO,4G,upload,3347,-89,Delhi
JIO,4G,upload,1556,-90,Delhi
JIO,4G,upload,5262,-92,Delhi
JIO,4G,upload,3155,-95,Delhi
JIO,4G,upload,746,-79,UP West
JIO,4G,upload,212,-90,UP West
JIO,4G,upload,1680,-100,UP East
JIO,4G,upload,15136,-79,UP East
JIO,4G,upload,29,-98,UP East
JIO,4G,upload,56,-103,UP East
JIO,4G,upload,67,-100,UP East
JIO,4G,upload,4331,-77,UP East
JIO,4G,upload,343,-77,UP East
JIO,4G,upload,135,-97,UP East
JIO,4G,upload,46,-91,UP East
JIO,4G,upload,37,-97,UP East
JIO,4G,upload,663,-97,UP East
JIO,4G,upload,2017,-95,UP East
JIO,4G,upload,645,-92,UP East
JIO,4G,upload,12089,-75,UP East
JIO,4G,upload,13279,-72,UP East
JIO,4G,upload,17056,-71,UP East
JIO,4G,upload,303,-102,UP East
JIO,4G,upload,146,-96,UP East
JIO,4G,upload,343,-92,UP East
JIO,4G,upload,30,-98,UP East
JIO,4G,upload,63,-102,UP East
JIO,4G,upload,65,-97,UP East
JIO,4G,upload,30,-100,UP East
JIO,4G,upload,39,-100,UP East
JIO,4G,upload,35,-103,UP East
JIO,4G,upload,1153,-95,UP East
JIO,4G,upload,1241,-93,UP East
JIO,4G,upload,240,-101,UP East
JIO,4G,upload,21,-103,UP East
JIO,4G,upload,28,-105,UP East
JIO,4G,upload,3536,-79,UP East
JIO,4G,upload,3884,-77,UP East
JIO,4G,upload,2856,-79,UP East
JIO,4G,upload,2586,-84,UP East
JIO,4G,upload,2679,-79,UP East
JIO,4G,upload,6202,-81,UP East
JIO,4G,upload,6238,-83,UP East
JIO,4G,upload,39,-99,UP East
JIO,4G,upload,153,-96,UP East
JIO,4G,upload,105,-94,UP East
JIO,4G,upload,148,-94,UP East
JIO,4G,download,13215,-80,Gujarat
JIO,4G,download,13447,-65,Gujarat
JIO,4G,download,25049,-70,Gujarat
JIO,4G,download,12054,-93,Gujarat
JIO,4G,upload,1393,-80,Gujarat
JIO,4G,upload,4422,-65,Gujarat
JIO,4G,upload,8158,-68,Gujarat
JIO,4G,upload,617,-94,Gujarat
JIO,4G,download,51577,-67,Maharashtra
JIO,4G,download,4537,-109,UP East
JIO,4G,upload,591,-109,UP East
JIO,4G,download,19111,-81,Kolkata
JIO,4G,download,43788,-85,Kolkata
JIO,4G,download,17804,-71,Kolkata
JIO,4G,download,44054,-85,Kolkata
JIO,4G,download,21580,-95,Kolkata
JIO,4G,download,19112,-91,Kolkata
JIO,4G,download,22615,-57,Kolkata
JIO,4G,download,35949,-55,Kolkata
JIO,4G,download,7165,-69,Kolkata
JIO,4G,download,9385,-69,Kolkata
JIO,4G,download,17306,-93,Kolkata
JIO,4G,upload,5563,-81,Kolkata
JIO,4G,upload,6313,-87,Kolkata
JIO,4G,upload,5152,-73,Kolkata
JIO,4G,upload,15328,-79,Kolkata
JIO,4G,upload,7060,-93,Kolkata
JIO,4G,upload,7983,-93,Kolkata
JIO,4G,upload,7939,-57,Kolkata
JIO,4G,upload,6943,-51,Kolkata
JIO,4G,upload,5755,-73,Kolkata
JIO,4G,upload,6628,-71,Kolkata
JIO,4G,upload,6525,-93,Kolkata
JIO,4G,upload,1219,-97,Madhya Pradesh
JIO,4G,upload,2844,-92,Madhya Pradesh
JIO,4G,upload,4344,-97,Madhya Pradesh
JIO,4G,upload,1139,-90,Madhya Pradesh
JIO,4G,upload,1016,-87,Madhya Pradesh
JIO,4G,upload,3694,-100,Madhya Pradesh
JIO,4G,download,741,-87,Delhi
JIO,4G,download,1804,-87,Delhi
JIO,4G,upload,697,-87,Delhi
JIO,4G,upload,238,-87,Delhi
JIO,4G,download,596,-109,UP East
JIO,4G,download,5775,-77,UP East
JIO,4G,download,5050,-77,UP East
JIO,4G,download,14023,-71,UP East
JIO,4G,download,7332,-85,UP East
JIO,4G,download,6828,-93,UP East
JIO,4G,download,15995,-95,UP East
JIO,4G,upload,100,-109,UP East
JIO,4G,upload,12497,-77,UP East
JIO,4G,upload,16408,-79,UP East
JIO,4G,upload,15978,-77,UP East
JIO,4G,upload,9982,-85,UP East
JIO,4G,upload,6963,-93,UP East
JIO,4G,upload,6461,-95,UP East
AIRTEL,4G,download,1364,na,Andhra Pradesh
AIRTEL,4G,download,2780.0,-55,Andhra Pradesh
AIRTEL,4G,download,4289,-55,Andhra Pradesh
AIRTEL,4G,download,1379,-61,Andhra Pradesh
AIRTEL,4G,download,1082,-57,Andhra Pradesh
AIRTEL,4G,download,9172,-55,Andhra Pradesh
AIRTEL,4G,download,12889,na,Andhra Pradesh
AIRTEL,4G,download,9427,-63,Andhra Pradesh
AIRTEL,4G,download,5279,na,Andhra Pradesh
AIRTEL,4G,download,13284,-57,Andhra Pradesh
AIRTEL,4G,download,9868,-59,Andhra Pradesh
AIRTEL,4G,download,14187,-57,Andhra Pradesh
AIRTEL,4G,download,1671,-57,Andhra Pradesh
AIRTEL,4G,download,1159,-61,Andhra Pradesh
AIRTEL,4G,download,457.0,-65,Andhra Pradesh
AIRTEL,4G,download,421,na,Andhra Pradesh
AIRTEL,4G,download,538,-67,Andhra Pradesh
AIRTEL,4G,download,10067,na,Andhra Pradesh
AIRTEL,4G,download,374,-67,Andhra Pradesh
AIRTEL,4G,upload,48,-79,Andhra Pradesh
AIRTEL,4G,upload,8288,-55,Andhra Pradesh
AIRTEL,4G,upload,7047,-55,Andhra Pradesh
AIRTEL,4G,upload,7239,-63,Andhra Pradesh
AIRTEL,4G,upload,7189,-59,Andhra Pradesh
AIRTEL,4G,upload,22350,-55,Andhra Pradesh
AIRTEL,4G,upload,2576,na,Andhra Pradesh
AIRTEL,4G,upload,14786,-61,Andhra Pradesh
AIRTEL,4G,upload,2425,na,Andhra Pradesh
AIRTEL,4G,upload,3818,-61,Andhra Pradesh
AIRTEL,4G,upload,1911,-57,Andhra Pradesh
AIRTEL,4G,upload,1457,-67,Andhra Pradesh
AIRTEL,4G,upload,6872,-61,Andhra Pradesh
AIRTEL,4G,upload,5886,-63,Andhra Pradesh
AIRTEL,4G,upload,3431,-65,Andhra Pradesh
AIRTEL,4G,upload,4420,-65,Andhra Pradesh
AIRTEL,4G,upload,4259,-65,Andhra Pradesh
AIRTEL,4G,upload,1273,na,Andhra Pradesh
AIRTEL,4G,upload,2325,-69,Andhra Pradesh
JIO,4G,download,6031,-105,Maharashtra
JIO,4G,download,726,-110,Maharashtra
JIO,4G,download,1482,-106,Maharashtra
JIO,4G,download,1119,na,Maharashtra
JIO,4G,download,2008,-111,Maharashtra
JIO,4G,download,1396,-108,Maharashtra
JIO,4G,download,2239,-107,Maharashtra
JIO,4G,download,921,-109,Maharashtra
JIO,4G,download,1965,-108,Maharashtra
JIO,4G,download,280,na,Maharashtra
JIO,4G,upload,863,-105,Maharashtra
JIO,4G,upload,437,-111,Maharashtra
JIO,4G,upload,192,-106,Maharashtra
JIO,4G,upload,41,-111,Maharashtra
JIO,4G,upload,169,-111,Maharashtra
JIO,4G,upload,26,-110,Maharashtra
JIO,4G,upload,70,-107,Maharashtra
JIO,4G,upload,44,-108,Maharashtra
JIO,4G,upload,745,-107,Maharashtra
JIO,4G,upload,34,na,Maharashtra
VODAFONE,4G,download,4,na,UP East
VODAFONE,4G,upload,5559,na,UP East
JIO,4G,download,78866,-77,Delhi
JIO,4G,upload,8146,-77,Delhi
JIO,4G,download,3037,-61,Maharashtra
JIO,4G,upload,3021,-59,Maharashtra
JIO,4G,download,80456,-73,Delhi
JIO,4G,upload,9152,-73,Delhi
JIO,4G,download,6979,na,Madhya Pradesh
JIO,4G,upload,1839,na,Madhya Pradesh
JIO,4G,upload,4925,-87,Karnataka
JIO,4G,upload,5865,-64,West Bengal
CELLONE,4G,download,376,-81,Tamil Nadu
JIO,4G,download,40641,-59,Madhya Pradesh
JIO,4G,download,40715,-59,Madhya Pradesh
VODAFONE,4G,download,3311,na,UP East
VODAFONE,4G,download,2774,na,UP East
VODAFONE,4G,upload,1399,na,UP East
